10:56:54 -> Populating pitcher ID#s
10:56:56 -> Successful query, finding number of pages in pitching leaderboard
10:56:56 -> Num pages in pitching leaderboard: 305 
12:17:59 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:17:59 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:17:59 -> Populating batter ID#s from: Batter_IDs.csv
12:17:59 -> File already generated: YasielPuig_GameLogs_All.csv
12:17:59 -> File already generated: YasielPuig_PlayLogsAll.csv
12:17:59 -> File already generated: AlbertPujols_GameLogs_All.csv
12:17:59 -> File already generated: AlbertPujols_GameLogs_All.csv
12:17:59 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:17:59 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:18:09 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:18:09 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:18:09 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:18:09 -> Populating batter ID#s from: Batter_IDs.csv
12:18:09 -> File already generated: YasielPuig_GameLogs_All.csv
12:18:09 -> File already generated: YasielPuig_PlayLogsAll.csv
12:18:09 -> File already generated: AlbertPujols_GameLogs_All.csv
12:18:10 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:18:10 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:18:59 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:18:59 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:19:00 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:19:00 -> Populating batter ID#s from: Batter_IDs.csv
12:19:00 -> File already generated: YasielPuig_GameLogs_All.csv
12:19:00 -> File already generated: YasielPuig_PlayLogsAll.csv
12:19:00 -> File already generated: AlbertPujols_GameLogs_All.csv
12:19:00 -> File already generated: AlbertPujols_GameLogs_All.csv
12:19:00 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:19:00 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
12:19:10 -> Pitcher ID#s already found in: Pitcher_IDs.csv
12:19:10 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:19:10 -> Populating pitcher ID#s from: Pitcher_IDs.csv
12:19:10 -> Populating batter ID#s from: Batter_IDs.csv
12:19:10 -> File already generated: YasielPuig_GameLogs_All.csv
12:19:10 -> File already generated: YasielPuig_PlayLogsAll.csv
12:19:10 -> File already generated: AlbertPujols_GameLogs_All.csv
12:19:10 -> File already generated: AlbertPujols_GameLogs_All.csv
12:19:10 -> File already generated: ClaytonKershaw_GameLogs_All.csv
12:19:10 -> File already generated: ClaytonKershaw_PlayLogsAll.csv
